Assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	Species	Genera	strain
GCF_902162945.1	PRJNA224116	SAMEA104567350	CABGXL000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071240	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#71	SC	GCA_902162945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/162/945/GCF_902162945.1_25964_2_71	NA	NA	faecalis	Enterococcus	4928STDY7071240
GCF_902162955.1	PRJNA224116	SAMEA104567347	CABGXK000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071237	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#70	SC	GCA_902162955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/162/955/GCF_902162955.1_25964_2_70	NA	NA	faecalis	Enterococcus	4928STDY7071237
GCF_902162965.1	PRJNA224116	SAMEA104567344	CABGXN000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071234	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#68	SC	GCA_902162965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/162/965/GCF_902162965.1_25964_2_68	NA	NA	faecalis	Enterococcus	4928STDY7071234
GCF_902162975.1	PRJNA224116	SAMEA104567359	CABGXP000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071249	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#75	SC	GCA_902162975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/162/975/GCF_902162975.1_25964_2_75	NA	NA	faecalis	Enterococcus	4928STDY7071249
GCF_902162985.1	PRJNA224116	SAMEA104567362	CABGXU000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071252	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#77	SC	GCA_902162985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/162/985/GCF_902162985.1_25964_2_77	NA	NA	faecalis	Enterococcus	4928STDY7071252
GCF_902162995.1	PRJNA224116	SAMEA104567368	CABGXS000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071258	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#80	SC	GCA_902162995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/162/995/GCF_902162995.1_25964_2_80	NA	NA	faecalis	Enterococcus	4928STDY7071258
GCF_902163005.1	PRJNA224116	SAMEA104567360	CABGXQ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071250	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#76	SC	GCA_902163005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/005/GCF_902163005.1_25964_2_76	NA	NA	faecalis	Enterococcus	4928STDY7071250
GCF_902163015.1	PRJNA224116	SAMEA104567352	CABGXR000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071242	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#73	SC	GCA_902163015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/015/GCF_902163015.1_25964_2_73	NA	NA	faecalis	Enterococcus	4928STDY7071242
GCF_902163025.1	PRJNA224116	SAMEA104567366	CABGXT000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071256	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#79	SC	GCA_902163025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/025/GCF_902163025.1_25964_2_79	NA	NA	faecalis	Enterococcus	4928STDY7071256
GCF_902163035.1	PRJNA224116	SAMEA104567358	CABGXO000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071248	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#74	SC	GCA_902163035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/035/GCF_902163035.1_25964_2_74	NA	NA	faecalis	Enterococcus	4928STDY7071248
GCF_902163045.1	PRJNA224116	SAMEA104567351	CABGXV000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071241	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#72	SC	GCA_902163045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/045/GCF_902163045.1_25964_2_72	NA	NA	faecalis	Enterococcus	4928STDY7071241
GCF_902163055.1	PRJNA224116	SAMEA104567372	CABGYA000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071262	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#82	SC	GCA_902163055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/055/GCF_902163055.1_25964_2_82	NA	NA	faecalis	Enterococcus	4928STDY7071262
GCF_902163065.1	PRJNA224116	SAMEA104567383	CABGYD000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071273	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#88	SC	GCA_902163065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/065/GCF_902163065.1_25964_2_88	NA	NA	faecalis	Enterococcus	4928STDY7071273
GCF_902163075.1	PRJNA224116	SAMEA104567382	CABGYB000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071272	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#87	SC	GCA_902163075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/075/GCF_902163075.1_25964_2_87	NA	NA	faecalis	Enterococcus	4928STDY7071272
GCF_902163085.1	PRJNA224116	SAMEA104567384	CABGXY000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071274	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#89	SC	GCA_902163085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/085/GCF_902163085.1_25964_2_89	NA	NA	faecalis	Enterococcus	4928STDY7071274
GCF_902163105.1	PRJNA224116	SAMEA104567381	CABGXW000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071271	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#86	SC	GCA_902163105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/105/GCF_902163105.1_25964_2_86	NA	NA	faecalis	Enterococcus	4928STDY7071271
GCF_902163115.1	PRJNA224116	SAMEA104567369	CABGXZ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071259	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#81	SC	GCA_902163115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/115/GCF_902163115.1_25964_2_81	NA	NA	faecalis	Enterococcus	4928STDY7071259
GCF_902163125.1	PRJNA224116	SAMEA104567380	CABGXX000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071270	NA	latest	Contig	Major	Full	11/7/2019	25964_2#85	SC	GCA_902163125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/125/GCF_902163125.1_25964_2_85	NA	NA	faecalis	Enterococcus	4928STDY7071270
GCF_902163135.1	PRJNA224116	SAMEA4608423	CABGYE000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071676	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#95	SC	GCA_902163135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/135/GCF_902163135.1_25964_2_95	NA	NA	faecalis	Enterococcus	4928STDY7071676
GCF_902163155.1	PRJNA224116	SAMEA104567391	CABGYG000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071281	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#91	SC	GCA_902163155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/155/GCF_902163155.1_25964_2_91	NA	NA	faecalis	Enterococcus	4928STDY7071281
GCF_902163165.1	PRJNA224116	SAMEA104567385	CABGYF000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071275	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#90	SC	GCA_902163165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/165/GCF_902163165.1_25964_2_90	NA	NA	faecalis	Enterococcus	4928STDY7071275
GCF_902163175.1	PRJNA224116	SAMEA4608433	CABGYK000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071686	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#105	SC	GCA_902163175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/175/GCF_902163175.1_25964_2_105	NA	NA	faecalis	Enterococcus	4928STDY7071686
GCF_902163265.1	PRJNA224116	SAMEA4608435	CABGYV000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071688	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#107	SC	GCA_902163265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/265/GCF_902163265.1_25964_2_107	NA	NA	faecalis	Enterococcus	4928STDY7071688
GCF_902163295.1	PRJNA224116	SAMEA4608434	CABGYU000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071687	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#106	SC	GCA_902163295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/295/GCF_902163295.1_25964_2_106	NA	NA	faecalis	Enterococcus	4928STDY7071687
GCF_902163355.1	PRJNA224116	SAMEA4608443	CABGZA000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071697	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#116	SC	GCA_902163355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/355/GCF_902163355.1_25964_2_116	NA	NA	faecalis	Enterococcus	4928STDY7071697
GCF_902163365.1	PRJNA224116	SAMEA4608444	CABGZB000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071698	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#117	SC	GCA_902163365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/365/GCF_902163365.1_25964_2_117	NA	NA	faecalis	Enterococcus	4928STDY7071698
GCF_902163415.1	PRJNA224116	SAMEA4608453	CABGZC000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071707	NA	latest	Contig	Major	Full	11/7/2019	25964_2#126	SC	GCA_902163415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/415/GCF_902163415.1_25964_2_126	NA	NA	faecalis	Enterococcus	4928STDY7071707
GCF_902163465.1	PRJNA224116	SAMEA4608451	CABGZH000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071705	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#124	SC	GCA_902163465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/465/GCF_902163465.1_25964_2_124	NA	NA	faecalis	Enterococcus	4928STDY7071705
GCF_902163475.1	PRJNA224116	SAMEA4608454	CABGZG000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071708	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#127	SC	GCA_902163475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/475/GCF_902163475.1_25964_2_127	NA	NA	faecalis	Enterococcus	4928STDY7071708
GCF_902163505.1	PRJNA224116	SAMEA4608458	CABGZN000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071712	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#131	SC	GCA_902163505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/505/GCF_902163505.1_25964_2_131	NA	NA	faecalis	Enterococcus	4928STDY7071712
GCF_902163575.1	PRJNA224116	SAMEA4608467	CABHAD000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071721	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#140	SC	GCA_902163575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/575/GCF_902163575.1_25964_2_140	NA	NA	faecalis	Enterococcus	4928STDY7071721
GCF_902163585.1	PRJNA224116	SAMEA4608469	CABGZY000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071723	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#142	SC	GCA_902163585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/585/GCF_902163585.1_25964_2_142	NA	NA	faecalis	Enterococcus	4928STDY7071723
GCF_902163595.1	PRJNA224116	SAMEA4608468	CABHAA000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071722	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#141	SC	GCA_902163595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/595/GCF_902163595.1_25964_2_141	NA	NA	faecalis	Enterococcus	4928STDY7071722
GCF_902163605.1	PRJNA224116	SAMEA4608466	CABHAE000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071720	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#139	SC	GCA_902163605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/605/GCF_902163605.1_25964_2_139	NA	NA	faecalis	Enterococcus	4928STDY7071720
GCF_902163615.1	PRJNA224116	SAMEA4608465	CABGZX000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071719	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#138	SC	GCA_902163615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/615/GCF_902163615.1_25964_2_138	NA	NA	faecalis	Enterococcus	4928STDY7071719
GCF_902163625.1	PRJNA224116	SAMEA4608472	CABGZZ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071726	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#145	SC	GCA_902163625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/625/GCF_902163625.1_25964_2_145	NA	NA	faecalis	Enterococcus	4928STDY7071726
GCF_902163635.1	PRJNA224116	SAMEA4608474	CABHAC000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071728	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#147	SC	GCA_902163635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/635/GCF_902163635.1_25964_2_147	NA	NA	faecalis	Enterococcus	4928STDY7071728
GCF_902163645.1	PRJNA224116	SAMEA4608470	CABGZW000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071724	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#143	SC	GCA_902163645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/645/GCF_902163645.1_25964_2_143	NA	NA	faecalis	Enterococcus	4928STDY7071724
GCF_902163655.1	PRJNA224116	SAMEA4608475	CABHAB000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071729	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#148	SC	GCA_902163655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/655/GCF_902163655.1_25964_2_148	NA	NA	faecalis	Enterococcus	4928STDY7071729
GCF_902163665.1	PRJNA224116	SAMEA4608471	CABHAF000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071725	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#144	SC	GCA_902163665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/665/GCF_902163665.1_25964_2_144	NA	NA	faecalis	Enterococcus	4928STDY7071725
GCF_902163675.1	PRJNA224116	SAMEA4608473	CABHAG000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071727	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#146	SC	GCA_902163675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/675/GCF_902163675.1_25964_2_146	NA	NA	faecalis	Enterococcus	4928STDY7071727
GCF_902163685.1	PRJNA224116	SAMEA4608483	CABHAM000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071737	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#156	SC	GCA_902163685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/685/GCF_902163685.1_25964_2_156	NA	NA	faecalis	Enterococcus	4928STDY7071737
GCF_902163695.1	PRJNA224116	SAMEA4608476	CABHAH000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071730	NA	latest	Contig	Major	Full	11/7/2019	25964_2#149	SC	GCA_902163695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/695/GCF_902163695.1_25964_2_149	NA	NA	faecalis	Enterococcus	4928STDY7071730
GCF_902163705.1	PRJNA224116	SAMEA4608479	CABHAL000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071733	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#152	SC	GCA_902163705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/705/GCF_902163705.1_25964_2_152	NA	NA	faecalis	Enterococcus	4928STDY7071733
GCF_902163715.1	PRJNA224116	SAMEA4608480	CABHAN000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071734	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#153	SC	GCA_902163715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/715/GCF_902163715.1_25964_2_153	NA	NA	faecalis	Enterococcus	4928STDY7071734
GCF_902163725.1	PRJNA224116	SAMEA4608482	CABHAI000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071736	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#155	SC	GCA_902163725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/725/GCF_902163725.1_25964_2_155	NA	NA	faecalis	Enterococcus	4928STDY7071736
GCF_902163735.1	PRJNA224116	SAMEA4608477	CABHAK000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071731	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#150	SC	GCA_902163735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/735/GCF_902163735.1_25964_2_150	NA	NA	faecalis	Enterococcus	4928STDY7071731
GCF_902163745.1	PRJNA224116	SAMEA4608478	CABHAJ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071732	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#151	SC	GCA_902163745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/745/GCF_902163745.1_25964_2_151	NA	NA	faecalis	Enterococcus	4928STDY7071732
GCF_902163755.1	PRJNA224116	SAMEA4608489	CABHAR000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071743	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#162	SC	GCA_902163755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/755/GCF_902163755.1_25964_2_162	NA	NA	faecalis	Enterococcus	4928STDY7071743
GCF_902163765.1	PRJNA224116	SAMEA4608488	CABHAS000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071742	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#161	SC	GCA_902163765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/765/GCF_902163765.1_25964_2_161	NA	NA	faecalis	Enterococcus	4928STDY7071742
GCF_902163775.1	PRJNA224116	SAMEA4608487	CABHAP000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071741	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#160	SC	GCA_902163775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/775/GCF_902163775.1_25964_2_160	NA	NA	faecalis	Enterococcus	4928STDY7071741
GCF_902163785.1	PRJNA224116	SAMEA4608485	CABHAT000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071739	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#158	SC	GCA_902163785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/785/GCF_902163785.1_25964_2_158	NA	NA	faecalis	Enterococcus	4928STDY7071739
GCF_902163795.1	PRJNA224116	SAMEA4608486	CABHAO000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071740	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#159	SC	GCA_902163795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/795/GCF_902163795.1_25964_2_159	NA	NA	faecalis	Enterococcus	4928STDY7071740
GCF_902163805.1	PRJNA224116	SAMEA4608484	CABHAQ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071738	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#157	SC	GCA_902163805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/805/GCF_902163805.1_25964_2_157	NA	NA	faecalis	Enterococcus	4928STDY7071738
GCF_902163815.1	PRJNA224116	SAMEA4608503	CABHAV000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071757	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#176	SC	GCA_902163815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/815/GCF_902163815.1_25964_2_176	NA	NA	faecalis	Enterococcus	4928STDY7071757
GCF_902163825.1	PRJNA224116	SAMEA4608499	CABHBB000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071753	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#172	SC	GCA_902163825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/825/GCF_902163825.1_25964_2_172	NA	NA	faecalis	Enterococcus	4928STDY7071753
GCF_902163835.1	PRJNA224116	SAMEA4608501	CABHBF000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071755	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#174	SC	GCA_902163835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/835/GCF_902163835.1_25964_2_174	NA	NA	faecalis	Enterococcus	4928STDY7071755
GCF_902163845.1	PRJNA224116	SAMEA4608494	CABHAX000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071748	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#167	SC	GCA_902163845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/845/GCF_902163845.1_25964_2_167	NA	NA	faecalis	Enterococcus	4928STDY7071748
GCF_902163855.1	PRJNA224116	SAMEA4608490	CABHAZ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071744	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#163	SC	GCA_902163855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/855/GCF_902163855.1_25964_2_163	NA	NA	faecalis	Enterococcus	4928STDY7071744
GCF_902163865.1	PRJNA224116	SAMEA4608491	CABHBA000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071745	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#164	SC	GCA_902163865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/865/GCF_902163865.1_25964_2_164	NA	NA	faecalis	Enterococcus	4928STDY7071745
GCF_902163875.1	PRJNA224116	SAMEA4608492	CABHBC000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071746	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#165	SC	GCA_902163875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/875/GCF_902163875.1_25964_2_165	NA	NA	faecalis	Enterococcus	4928STDY7071746
GCF_902163885.1	PRJNA224116	SAMEA4608497	CABHAU000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071751	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#170	SC	GCA_902163885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/885/GCF_902163885.1_25964_2_170	NA	NA	faecalis	Enterococcus	4928STDY7071751
GCF_902163895.1	PRJNA224116	SAMEA4608493	CABHAY000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071747	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#166	SC	GCA_902163895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/895/GCF_902163895.1_25964_2_166	NA	NA	faecalis	Enterococcus	4928STDY7071747
GCF_902163905.1	PRJNA224116	SAMEA4608502	CABHBE000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071756	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#175	SC	GCA_902163905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/905/GCF_902163905.1_25964_2_175	NA	NA	faecalis	Enterococcus	4928STDY7071756
GCF_902163915.1	PRJNA224116	SAMEA4608500	CABHAW000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071754	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#173	SC	GCA_902163915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/915/GCF_902163915.1_25964_2_173	NA	NA	faecalis	Enterococcus	4928STDY7071754
GCF_902163925.1	PRJNA224116	SAMEA4608498	CABHBD000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071752	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#171	SC	GCA_902163925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/925/GCF_902163925.1_25964_2_171	NA	NA	faecalis	Enterococcus	4928STDY7071752
GCF_902163935.1	PRJNA224116	SAMEA4608506	CABHBL000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071760	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#179	SC	GCA_902163935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/935/GCF_902163935.1_25964_2_179	NA	NA	faecalis	Enterococcus	4928STDY7071760
GCF_902163945.1	PRJNA224116	SAMEA4608513	CABHBJ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071767	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#186	SC	GCA_902163945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/945/GCF_902163945.1_25964_2_186	NA	NA	faecalis	Enterococcus	4928STDY7071767
GCF_902163965.1	PRJNA224116	SAMEA4608510	CABHBH000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071764	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#183	SC	GCA_902163965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/965/GCF_902163965.1_25964_2_183	NA	NA	faecalis	Enterococcus	4928STDY7071764
